ID,FORENAME,SURNAME,GENDER,YEAR
3022,Ulla,Björk,female,1982
3023,Gunilla,Mohamed,female,1973
3024,Jakob,Lindström,male,2000
3025,Malin,Bergström,female,2007
3026,Anita,Viklund,female,1978
3027,Nils,Nilsson,male,1997
3028,Leif,Olofsson,male,2011
3029,Therese,Lundqvist,female,2012
3030,Nina,Hedlund,female,2009
3031,Jenny,Sjöberg,female,1982
3032,Ann,Nilsson,female,2006
3033,Erika,Andreasson,female,1988
3034,Kristina,Hansson,female,1971
3035,Amanda,Wallin,female,2000
3036,Josefin,Lundberg,female,1986
3037,Alexandra,Hellström,female,1972
3038,Joel,Berglund,male,1953
3039,Rut,Lundin,female,1961
3040,Simon,Abrahamsson,male,1961
3041,Marie,Larsson,female,2004
3042,Peter,Björklund,male,1963
3043,Niklas,Nordin,male,1976
3044,Malin,Gunnarsson,female,1985
3045,Björn,Jönsson,male,1987
3046,Marcus,Sjögren,male,1951
3047,Annika,Fredriksson,female,2015
3048,Eva,Jonasson,female,1997
3049,Olivia,Pålsson,female,1999
3050,Oskar,Wallin,male,1959
3051,Marie,Lindberg,female,2016
3052,Barbro,Ali,female,1954
3053,Oliver,Engström,male,1988
3054,Elisabeth,Strömberg,female,1984
3055,Gun,Ali,female,1986
3056,Jan,Ek,male,1974
3057,Björn,Lundström,male,1991
3058,Cecilia,Jonasson,female,1951
3059,Magnus,Viklund,male,1956
3060,Pernilla,Jönsson,female,2010
3061,Lisa,Lundström,female,2012
3062,Christer,Abrahamsson,male,2006
3063,Jan,Nyberg,male,1997
3064,Linnéa,Olofsson,female,2005
3065,Julia,Hansen,female,1993
3066,Andreas,Holmgren,male,1959
3067,Nina,Larsson,female,2000
3068,Lennart,Wallin,male,1992
3069,Birgit,Pålsson,female,1965
3070,Kent,Svensson,male,2005
3071,Mona,Lindgren,female,1993
3072,Simon,Holm,male,1981
3073,Viktor,Ek,male,1975
3074,Linus,Ekström,male,1953
3075,Björn,Åkesson,male,2006
3076,Hugo,Eklund,male,1968
3077,Moa,Ström,female,1953
3078,Margareta,Månsson,female,1962
3079,Kenneth,Lund,male,2011
3080,Linn,Lundberg,female,2012
3081,Christian,Sandström,male,1954
3082,Frida,Lundin,female,1991
3083,Johanna,Öberg,female,2014
3084,Alva,Lund,female,1967
3085,Torbjörn,Nilsson,male,2011
3086,Bo,Lundberg,male,1997
3087,Sofie,Magnusson,female,2020
3088,Olivia,Wallin,female,1984
3089,Gunnar,Hedlund,male,1964
3090,Anneli,Lundin,female,2017
3091,Ida,Berg,female,1966
3092,Gunnel,Lundgren,female,1961
3093,Samuel,Mårtensson,male,1959
3094,Nils,Hedlund,male,1964
3095,Lovisa,Ahmed,female,1972
3096,Elsa,Forsberg,female,1996
3097,Oliver,Norberg,male,1980
3098,Emelie,Åberg,female,1994
3099,Matilda,Mattsson,female,1969
3100,Moa,Wikström,female,1993
3101,Malin,Holmgren,female,2011
3102,Barbro,Björklund,female,1981
3103,Albin,Ali,male,2011
3104,Hans,Falk,male,1974
3105,Johanna,Norberg,female,1971
3106,Jimmy,Lindberg,male,1951
3107,Peter,Danielsson,male,2009
3108,Viktoria,Hansson,female,2003
3109,Hans,Olsson,male,1974
3110,Agneta,Hedlund,female,1953
3111,Anton,Fransson,male,1970
3112,Mattias,Blom,male,2019
3113,Olle,Jansson,male,2017
3114,Ingrid,Hansson,female,1976
3115,Jimmy,Holm,male,1970
3116,Eva,Öberg,female,2008
3117,Mikael,Sjögren,male,1994
3118,Pia,Larsson,female,1954
3119,Kurt,Bergström,male,1964
3120,Roger,Holmgren,male,1997
3121,Lina,Lundin,female,1951
3122,Christer,Nordström,male,2011
3123,Gunnar,Bengtsson,male,2013
3124,Alexandra,Persson,female,1974
3125,Tobias,Lindberg,male,2020
3126,Ann-Marie,Hermansson,female,2009
3127,Ida,Berglund,female,1970
3128,Lena,Bergman,female,2007
3129,Ali,Danielsson,male,1982
3130,Madeleine,Engström,female,1971
3131,Louise,Persson,female,2014
3132,Rut,Holmgren,female,1963
3133,Göran,Svensson,male,1971
3134,Stefan,Persson,male,1963
3135,Jimmy,Lundström,male,1964
3136,Joakim,Lindqvist,male,1972
3137,Julia,Blom,female,1997
3138,Lisbeth,Sandberg,female,1980
3139,Peter,Sandström,male,1956
3140,Helena,Berg,female,1988
3141,Louise,Öberg,female,1951
3142,Axel,Falk,male,1957
3143,Linnéa,Norberg,female,1969
3144,Henrik,Wallin,male,2016
3145,Emma,Sandberg,female,2005
3146,Lisbeth,Wikström,female,1991
3147,Birgit,Jonsson,female,2008
3148,Anna,Lindström,female,1957
3149,Ann-Marie,Pålsson,female,1989
3150,Elisabeth,Danielsson,female,2015
3151,Josef,Falk,male,1979
3152,Alexander,Berggren,male,1991
3153,Emelie,Forsberg,female,2018
3154,Peter,Dahlberg,male,2004
3155,Emelie,Sandberg,female,1984
3156,Samuel,Engström,male,1979
3157,Robert,Sjögren,male,1993
3158,Ludvig,Lindberg,male,2009
3159,Moa,Hermansson,female,1980
3160,Anders,Björk,male,2000
3161,Sara,Claesson,female,2006
3162,Ida,Jönsson,female,1992
3163,Sebastian,Ström,male,1963
3164,Sara,Fredriksson,female,1985
3165,Ebba,Jonasson,female,1997
3166,Christer,Ali,male,1955
3167,Torbjörn,Viklund,male,1973
3168,Johanna,Hansson,female,1974
3169,Sebastian,Martinsson,male,2014
3170,Karin,Öberg,female,1990
3171,Mikael,Magnusson,male,2001
3172,Jakob,Hassan,male,1996
3173,Gunilla,Söderberg,female,1990
3174,Magnus,Mårtensson,male,1973
3175,Matilda,Danielsson,female,1968
3176,Linnéa,Öberg,female,2000
3177,Anton,Viklund,male,1956
3178,Lina,Svensson,female,1974
3179,Jessica,Svensson,female,1976
3180,Anna,Hansen,female,1999
3181,Rolf,Ek,male,2004
3182,Sandra,Arvidsson,female,2015
3183,Ulrika,Dahlberg,female,1986
3184,Daniel,Sundberg,male,1996
3185,Samuel,Eklund,male,2017
3186,Erik,Holmgren,male,1984
3187,Karl,Håkansson,male,1979
3188,Edvin,Arvidsson,male,1990
3189,Isak,Andersson,male,1990
3190,Caroline,Nyberg,female,1992
3191,Isabelle,Svensson,female,2003
3192,Elias,Jönsson,male,2002
3193,Julia,Mårtensson,female,1959
3194,Jimmy,Hansen,male,1952
3195,Henrik,Löfgren,male,1987
3196,Anneli,Åkesson,female,2011
3197,Emilia,Sandberg,female,1976
3198,Ida,Eliasson,female,1970
3199,Pia,Isaksson,female,1959
3200,Göran,Dahlberg,male,2010
3201,Helen,Holmberg,female,2003
3202,Mikael,Nordström,male,2004
3203,Ludvig,Nyberg,male,2001
3204,Christian,Nyström,male,2005
3205,Julia,Mattsson,female,1956
3206,Kurt,Hedlund,male,1966
3207,William,Hellström,male,1955
3208,Dennis,Mattsson,male,1974
3209,Robert,Jakobsson,male,1994
3210,Lena,Söderberg,female,1953
3211,Sara,Bergström,female,2019
3212,Agneta,Nordström,female,1966
3213,Anneli,Berglund,female,1955
3214,Elisabeth,Lindström,female,2016
3215,Simon,Holmgren,male,2015
3216,Jenny,Claesson,female,2005
3217,Emelie,Andersson,female,1952
3218,Marianne,Abrahamsson,female,1952
3219,Erik,Ekström,male,2008
3220,Klara,Arvidsson,female,2000
3221,Rolf,Pålsson,male,1996
3222,Linn,Blomqvist,female,1966
3223,Jonas,Lundgren,male,1995
3224,Helen,Wikström,female,1975
3225,Magnus,Nyström,male,1974
3226,Roger,Lundberg,male,1972
3227,Margareta,Bergman,female,1961
3228,Joakim,Blom,male,1966
3229,Fredrik,Nordin,male,1988
3230,Maja,Persson,female,1987
3231,Monica,Olsson,female,2002
3232,Elias,Lindqvist,male,1953
3233,Rolf,Danielsson,male,2001
3234,Kenneth,Nyberg,male,1970
3235,Emelie,Pålsson,female,1995
3236,Linda,Pettersson,female,1954
3237,Emilia,Bergman,female,2017
3238,Hugo,Strömberg,male,1953
3239,Fredrik,Martinsson,male,1950
3240,Gun,Dahl,female,1964
3241,Peter,Åkesson,male,1982
3242,Marianne,Berglund,female,1968
3243,Britt-Marie,Eklund,female,2010
3244,Tommy,Mattsson,male,1962
3245,Birgitta,Nyström,female,1998
3246,Elin,Fredriksson,female,1998
3247,Oliver,Abrahamsson,male,1952
3248,Jenny,Söderberg,female,1984
3249,Kent,Forsberg,male,1966
3250,Olof,Norberg,male,1960
3251,Andreas,Dahl,male,2001
3252,Karl,Åberg,male,1995
3253,Emma,Johansson,female,1952
3254,Karl,Bergman,male,2019
3255,Lennart,Hermansson,male,1987
3256,Birgitta,Andreasson,female,1985
3257,Anton,Ström,male,1975
3258,Mohamed,Lundgren,male,1962
3259,Anneli,Sandberg,female,1984
3260,Malin,Samuelsson,female,1978
3261,Christian,Gunnarsson,male,2012
3262,John,Söderberg,male,1971
3263,Sofia,Lindholm,female,2000
3264,Josef,Norberg,male,2013
3265,Linda,Berggren,female,2000
3266,Ludvig,Pålsson,male,2003
3267,Isabelle,Sandström,female,1991
3268,Nathalie,Nyström,female,2015
3269,Erika,Håkansson,female,1981
3270,Hugo,Persson,male,1986
3271,Björn,Bergqvist,male,1956
3272,Jimmy,Martinsson,male,2016
3273,Fredrik,Sandström,male,1980
3274,Björn,Nordin,male,2015
3275,Rasmus,Abrahamsson,male,1981
3276,Kjell,Pettersson,male,1980
3277,Matilda,Olsson,female,2019
3278,Daniel,Mattsson,male,1969
3279,Max,Sjöberg,male,1984
3280,Gunilla,Berggren,female,1983
3281,Björn,Mattsson,male,2020
3282,Elisabeth,Pettersson,female,1996
3283,Ludvig,Eklund,male,2020
3284,Bengt,Arvidsson,male,1993
3285,Anita,Håkansson,female,2011
3286,Agneta,Pettersson,female,1955
3287,Robert,Nordin,male,2010
3288,Gunnel,Öberg,female,1951
3289,Agnes,Löfgren,female,2005
3290,Felix,Lundberg,male,1970
3291,Helena,Sandström,female,1998
3292,Cecilia,Ali,female,2003
3293,Kerstin,Samuelsson,female,2011
3294,Astrid,Wikström,female,1961
3295,Ulla,Lindström,female,2013
3296,Helena,Bergqvist,female,1974
3297,Therese,Hansson,female,1984
3298,Eva,Strömberg,female,1957
3299,Pontus,Pålsson,male,1964
3300,Karin,Lindström,female,1973
3301,Robin,Jönsson,male,1966
3302,Dennis,Björk,male,2013
3303,Simon,Olofsson,male,1972
3304,Felicia,Hansson,female,1972
3305,Emil,Hellström,male,2009
3306,Karin,Mohamed,female,1951
3307,Maria,Bergström,female,1977
3308,Hanna,Andreasson,female,1985
3309,Isak,Pålsson,male,1973
3310,Fredrik,Strömberg,male,2018
3311,Marianne,Andersson,female,2008
3312,Hugo,Forsberg,male,1986
3313,Katarina,Bergqvist,female,1989
3314,Bengt,Wallin,male,1997
3315,Robin,Henriksson,male,1965
3316,Mattias,Ahmed,male,2007
3317,Robin,Öberg,male,1969
3318,Elisabeth,Abrahamsson,female,1982
3319,Liam,Forsberg,male,1995
3320,Emma,Engström,female,1989
3321,Filip,Wikström,male,1986
3322,Joakim,Ström,male,1993
3323,Adam,Arvidsson,male,2009
3324,Joakim,Berggren,male,1991
3325,Jonas,Jonsson,male,1990
3326,Ulrika,Isaksson,female,1993
3327,Gustav,Ek,male,1989
3328,John,Hansen,male,1996
3329,Leif,Blom,male,2009
3330,Robert,Holmgren,male,1988
3331,Arne,Olsson,male,1991
3332,Claes,Eriksson,male,1989
3333,Anneli,Håkansson,female,1968
3334,Annika,Lundgren,female,2002
3335,Mats,Nyberg,male,1993
3336,Kurt,Åberg,male,1967
3337,Leif,Holmgren,male,2015
3338,Jan,Hassan,male,1950
3339,Björn,Lundberg,male,2011
3340,Stig,Samuelsson,male,2017
3341,Karl,Bergqvist,male,1978
3342,Åsa,Nordin,female,1957
3343,Hugo,Isaksson,male,1971
3344,Marie,Bergqvist,female,2011
3345,Elisabeth,Hansen,female,2012
3346,Karin,Ali,female,2001
3347,Barbro,Jakobsson,female,1979
3348,Viktor,Johansson,male,1964
3349,Sofie,Henriksson,female,2010
3350,Birgitta,Holmgren,female,1989
3351,Lars,Isaksson,male,1963
3352,Lennart,Eliasson,male,1991
3353,Adam,Claesson,male,1959
3354,Carina,Fransson,female,1994
3355,Henrik,Persson,male,2000
3356,Peter,Berg,male,1990
3357,Rut,Mohamed,female,1965
3358,Kjell,Håkansson,male,1976
3359,Ann-Christin,Öberg,female,1990
3360,Birgitta,Wikström,female,2010
3361,Axel,Pettersson,male,2003
3362,Kjell,Sjöberg,male,2001
3363,Gunnar,Hansson,male,2010
3364,Torbjörn,Holmgren,male,2015
3365,Karin,Engström,female,1974
3366,Rut,Lindgren,female,1977
3367,Josef,Lundgren,male,1995
3368,Oskar,Svensson,male,2019
3369,Gun,Berg,female,1967
3370,Lina,Mårtensson,female,2008
3371,Thomas,Larsson,male,2011
3372,Sven,Nyström,male,1982
3373,Henrik,Danielsson,male,1998
3374,Sandra,Andersson,female,1973
3375,Sara,Danielsson,female,2016
3376,Rickard,Mårtensson,male,1996
3377,Gustav,Jansson,male,1973
3378,Sofie,Jönsson,female,2010
3379,John,Bergman,male,1982
3380,Sandra,Sandström,female,1964
3381,Dennis,Larsson,male,1979
3382,Leif,Lundin,male,2001
3383,Tommy,Falk,male,2018
3384,Isak,Ström,male,1987
3385,Emilia,Eliasson,female,2020
3386,Stig,Pettersson,male,1958
3387,Berit,Mårtensson,female,1968
3388,Johanna,Lundström,female,1958
3389,Gunnel,Hermansson,female,2006
3390,Johanna,Olofsson,female,1996
3391,Viktoria,Bergqvist,female,1961
3392,Stefan,Lindström,male,1996
3393,Max,Holm,male,1965
3394,Helen,Hedlund,female,1969
3395,Sara,Gunnarsson,female,2017
3396,Kent,Bergström,male,1981
3397,Gustav,Andreasson,male,2019
3398,Christer,Björklund,male,1964
3399,Oliver,Ekström,male,1976
3400,Pontus,Sandström,male,2008
3401,Malin,Håkansson,female,2001
3402,Viktoria,Hellström,female,1992
3403,Yvonne,Nordin,female,1995
3404,Frida,Magnusson,female,1996
3405,Felix,Lundin,male,2000
3406,Felicia,Danielsson,female,2003
3407,Elsa,Bergqvist,female,1961
3408,Samuel,Fredriksson,male,1981
3409,Frida,Lundqvist,female,1977
3410,Lennart,Andersson,male,1994
3411,Kurt,Jönsson,male,1966
3412,Marianne,Engström,female,1971
3413,Oliver,Hedlund,male,2016
3414,Josef,Andreasson,male,2005
3415,Robert,Claesson,male,1998
3416,Sofie,Gunnarsson,female,1964
3417,Sven,Nyberg,male,1971
3418,Karin,Olofsson,female,2018
3419,Ann,Gustafsson,female,2008
3420,Arne,Hedlund,male,1973
3421,Maria,Lindberg,female,2014
3422,Mohamed,Berggren,male,1975
3423,Pontus,Nilsson,male,2003
3424,Matilda,Samuelsson,female,1991
3425,Viktor,Sandström,male,2008
3426,Klara,Lundqvist,female,1954
3427,Håkan,Ali,male,1968
3428,Rolf,Holmberg,male,1982
3429,Rasmus,Lundström,male,2005
3430,Edvin,Lundqvist,male,1952
3431,Ann-Marie,Forsberg,female,1997
3432,Lennart,Bengtsson,male,1977
3433,Adam,Wikström,male,2000
3434,Per,Wallin,male,1954
3435,Gun,Lundin,female,2009
3436,Rasmus,Holmgren,male,1984
3437,Olivia,Bergman,female,1999
3438,Cecilia,Mohamed,female,2015
3439,Ali,Sjöberg,male,1976
3440,Edvin,Sjögren,male,1984
3441,Klara,Abrahamsson,female,1995
3442,Bengt,Öberg,male,1967
3443,Therese,Jansson,female,2000
3444,Anneli,Holm,female,1960
3445,Gun,Henriksson,female,1978
3446,Ellen,Holmberg,female,1953
3447,Ann-Christin,Lundström,female,1976
3448,Jesper,Ali,male,2020
3449,Rut,Svensson,female,1956
3450,Nathalie,Andreasson,female,2014
3451,Monica,Lindberg,female,2012
3452,Lucas,Blom,male,1952
3453,Nils,Johansson,male,1997
3454,Lisa,Öberg,female,2006
3455,Dan,Mattsson,male,2018
3456,Ellen,Svensson,female,1971
3457,Karin,Dahlberg,female,1966
3458,Adam,Holmberg,male,1952
3459,Arne,Mohamed,male,1954
3460,Daniel,Fredriksson,male,1979
3461,Lisa,Lundqvist,female,1978
3462,Kenneth,Jönsson,male,1951
3463,Göran,Fransson,male,1960
3464,Gunilla,Pålsson,female,1955
3465,Mats,Lindgren,male,1984
3466,Susanne,Björklund,female,2011
3467,Lisa,Martinsson,female,2001
3468,Leif,Sjöberg,male,1957
3469,Felicia,Mohamed,female,1976
3470,Josefin,Mattsson,female,1968
3471,Sofie,Bergqvist,female,1952
3472,Jessica,Pålsson,female,1984
3473,Moa,Lindqvist,female,2012
3474,Nils,Bergman,male,1952
3475,Torbjörn,Fransson,male,1966
3476,Kurt,Mårtensson,male,1990
3477,Ludvig,Holmgren,male,2009
3478,Karl,Nyberg,male,2002
3479,Kjell,Pålsson,male,1998
3480,Rut,Abrahamsson,female,2008
3481,Arne,Sjögren,male,2009
3482,Magnus,Jonsson,male,1967
3483,Madeleine,Gunnarsson,female,1955
3484,Charlotte,Karlsson,female,1960
3485,Ludvig,Jonasson,male,1950
3486,Henrik,Blom,male,1969
3487,Liam,Persson,male,1975
3488,Karl,Hedlund,male,1991
3489,Dennis,Hansen,male,1970
3490,Kurt,Johansson,male,1962
3491,Peter,Nordin,male,2007
3492,Torbjörn,Blomqvist,male,1963
3493,Elisabeth,Larsson,female,1958
3494,Mohamed,Hansen,male,2011
3495,Sofia,Fransson,female,1980
3496,Julia,Sjögren,female,1954
3497,Johan,Lind,male,1954
3498,Kjell,Nordin,male,2014
3499,Louise,Pålsson,female,1991
3500,Leo,Eriksson,male,1984
3501,Joel,Ali,male,1961
3502,Lucas,Lundqvist,male,1955
3503,Siv,Mårtensson,female,1960
3504,Jonas,Berglund,male,2010
3505,Erika,Lund,female,1972
3506,Linda,Nordström,female,1986
3507,Josefin,Pettersson,female,1979
3508,Siv,Olsson,female,1980
3509,Elias,Lind,male,1959
3510,Adam,Berg,male,2007
3511,Linn,Åkesson,female,2009
3512,Christian,Berglund,male,1981
3513,Rolf,Hedlund,male,1971
3514,Elsa,Olsson,female,1956
3515,Lucas,Berggren,male,1999
3516,Ulrika,Pettersson,female,2016
3517,Lovisa,Fransson,female,1955
3518,Ann-Marie,Abrahamsson,female,2005
3519,Max,Isaksson,male,1957
3520,Therese,Johansson,female,1986
3521,Felicia,Sundberg,female,1950
3522,Tommy,Forsberg,male,1952
3523,Birgit,Falk,female,1950
3524,Liam,Larsson,male,2018
3525,Helen,Nyberg,female,2014
3526,Jörgen,Ström,male,1995
3527,Ulla,Ekström,female,1987
3528,Isak,Sandberg,male,1976
3529,Gunnel,Mårtensson,female,1967
3530,Jan,Eklund,male,1999
3531,Håkan,Åberg,male,1963
3532,Robert,Sundberg,male,1997
3533,Jimmy,Lundin,male,1993
3534,Åsa,Jansson,female,1978
3535,Anton,Håkansson,male,2005
3536,Madeleine,Hedlund,female,1955
3537,Nathalie,Lundström,female,1970
3538,Elin,Lindberg,female,1970
3539,Per,Samuelsson,male,2016
3540,Albin,Samuelsson,male,1981
3541,Helen,Falk,female,2019
3542,Andreas,Berggren,male,1974
3543,Kerstin,Sandberg,female,2004
3544,Sara,Svensson,female,1972
3545,Arne,Viklund,male,1964
3546,Lena,Karlsson,female,1989
3547,Bengt,Martinsson,male,1956
3548,John,Lindberg,male,1973
3549,Kjell,Andersson,male,2010
3550,Ulla,Hellström,female,1963
3551,Gunnel,Martinsson,female,1967
3552,Marie,Ek,female,1978
3553,Julia,Arvidsson,female,1959
3554,Jenny,Lindqvist,female,2007
3555,Viktoria,Öberg,female,1977
3556,Maria,Lundström,female,1961
3557,Johnny,Lind,male,1962
3558,Roger,Olsson,male,1999
3559,Sven,Hansson,male,1964
3560,Hanna,Löfgren,female,1987
3561,Agnes,Jönsson,female,2005
3562,Ulrika,Gunnarsson,female,1999
3563,Siv,Mattsson,female,2015
3564,Anna,Lindholm,female,1995
3565,Kristina,Hassan,female,1953
3566,Marcus,Ek,male,1985
3567,John,Karlsson,male,1974
3568,Stefan,Fredriksson,male,1965
3569,Joel,Öberg,male,2010
3570,Rebecca,Ahmed,female,1986
3571,Anneli,Jönsson,female,1978
3572,Sonja,Dahlberg,female,1963
3573,Sofia,Viklund,female,1970
3574,Oskar,Nyberg,male,2019
3575,Sven,Norberg,male,1968
3576,Magnus,Isaksson,male,1994
3577,Lisa,Viklund,female,2011
3578,Marianne,Holmberg,female,1972
3579,Berit,Hermansson,female,1969
3580,Camilla,Ek,female,1993
3581,Marcus,Åberg,male,1959
3582,Margareta,Holm,female,1997
3583,Roger,Jönsson,male,1966
3584,Marie,Lundqvist,female,1973
3585,Monica,Nordström,female,1958
3586,Sandra,Hellström,female,1975
3587,Rasmus,Sundberg,male,1960
3588,Alice,Ek,female,2004
3589,Elisabeth,Nordström,female,1959
3590,Jörgen,Mattsson,male,1988
3591,Camilla,Hellström,female,1980
3592,Agneta,Henriksson,female,1989
3593,Rolf,Falk,male,2005
3594,Linda,Åberg,female,2009
3595,Pia,Ali,female,2005
3596,Dan,Bergman,male,1961
3597,Katarina,Eriksson,female,1957
3598,Arne,Lindholm,male,1971
3599,Josefin,Mårtensson,female,1976
3600,Maja,Mattsson,female,1974
3601,Emilia,Svensson,female,1952
3602,Elsa,Bengtsson,female,1962
3603,Christian,Martinsson,male,2011
3604,Ulrika,Bengtsson,female,2002
3605,Britt,Falk,female,2006
3606,Rut,Bergqvist,female,2018
3607,Leif,Mattsson,male,1988
3608,Madeleine,Holmgren,female,2002
3609,Christer,Åberg,male,1995
3610,Liam,Wallin,male,2000
3611,Maria,Nyberg,female,2007
3612,Kenneth,Blomqvist,male,1984
3613,Martin,Forsberg,male,1980
3614,Lucas,Jansson,male,1973
3615,Ellen,Lund,female,1958
3616,Lisa,Karlsson,female,2007
3617,Robin,Olsson,male,2019
3618,Lovisa,Henriksson,female,1965
3619,Håkan,Svensson,male,1988
3620,Adam,Pettersson,male,1980
3621,William,Bengtsson,male,1994
3622,Helena,Olofsson,female,1993
3623,Monica,Löfgren,female,2006
3624,Torbjörn,Axelsson,male,1951
3625,Jonas,Mårtensson,male,2007
3626,Felicia,Jakobsson,female,1959
3627,Siv,Bergqvist,female,1960
3628,Birgitta,Åkesson,female,1958
3629,Louise,Bergqvist,female,1977
3630,Julia,Ek,female,1982
3631,Leif,Mohamed,male,2015
3632,Matilda,Claesson,female,2011
3633,Oliver,Persson,male,1990
3634,John,Hassan,male,2009
3635,Olivia,Henriksson,female,1951
3636,Joel,Eliasson,male,1990
3637,Lisbeth,Lundqvist,female,1980
3638,Jakob,Nordin,male,1996
3639,Stig,Åkesson,male,2012
3640,Martin,Lindqvist,male,1967
3641,Louise,Ekström,female,2018
3642,Birgitta,Eliasson,female,1973
3643,Josef,Dahl,male,1979
3644,Sandra,Lind,female,1973
3645,Marie,Wikström,female,1958
3646,Robin,Björklund,male,1982
3647,Ludvig,Hermansson,male,2007
3648,Ulla,Strömberg,female,1986
3649,Anita,Nyström,female,2000
3650,Gunnel,Månsson,female,2020
3651,Torbjörn,Hansson,male,1979
3652,Emelie,Ahmed,female,1988
3653,Carina,Öberg,female,1968
3654,Isak,Sjögren,male,2009
3655,Håkan,Berggren,male,1970
3656,Åsa,Blomqvist,female,1978
3657,Lennart,Ek,male,1976
3658,Samuel,Danielsson,male,2014
3659,Claes,Olofsson,male,1956
3660,Jan,Månsson,male,1995
3661,Claes,Nyberg,male,2012
3662,Agnes,Olofsson,female,1962
3663,Katarina,Axelsson,female,1955
3664,Mikael,Sundberg,male,1963
3665,Kenneth,Engström,male,1970
3666,Adam,Berglund,male,2000
3667,Christian,Holmgren,male,1981
3668,Amanda,Månsson,female,1971
3669,Birgit,Holm,female,2014
3670,Ingrid,Ali,female,1955
3671,Anette,Lindgren,female,1993
3672,Filip,Bengtsson,male,2006
3673,Niklas,Gunnarsson,male,2003
3674,Niklas,Lindgren,male,2012
3675,Elias,Andreasson,male,2013
3676,Sandra,Holmberg,female,2005
3677,John,Ek,male,2015
3678,Kjell,Arvidsson,male,1990
3679,Josefin,Bergman,female,1964
3680,Kent,Norberg,male,1963
3681,Ulrika,Hansson,female,2014
3682,Sofia,Olsson,female,1994
3683,Björn,Magnusson,male,1958
3684,Maria,Olsson,female,2009
3685,Dan,Martinsson,male,2011
3686,Yvonne,Hansen,female,2005
3687,Emelie,Berggren,female,1988
3688,Berit,Bergman,female,1963
3689,Pernilla,Bengtsson,female,1963
3690,Kerstin,Olsson,female,1974
3691,Ulrika,Björk,female,2000
3692,Madeleine,Hansson,female,1966
3693,Alice,Forsberg,female,1991
3694,Martin,Ali,male,1956
3695,Christian,Bengtsson,male,1992
